customer_id,month,mrr
A-039727,2024-12,36420.0
A-0532a9,2024-09,361.0
A-0532a9,2024-10,7026.0
A-0532a9,2024-11,12595.0
A-0532a9,2024-12,15161.0
A-054577,2024-05,2744.0
A-054577,2024-06,5105.0
A-054577,2024-07,5702.0
A-054577,2024-08,8652.0
A-054577,2024-09,23577.0
A-054577,2024-10,24033.0
A-054577,2024-11,24508.0
A-054577,2024-12,44601.0
A-05d3b3,2023-07,171.0
A-05d3b3,2023-08,3355.0
A-05d3b3,2023-09,4433.0
A-05d3b3,2023-10,4433.0
A-05d3b3,2023-11,4642.0
A-05d3b3,2023-12,4642.0
A-05d3b3,2024-01,7229.0
A-05d3b3,2024-02,7761.0
A-05d3b3,2024-03,7761.0
A-05d3b3,2024-04,7761.0
A-05d3b3,2024-05,7761.0
A-05d3b3,2024-06,7761.0
A-05d3b3,2024-07,7761.0
A-05d3b3,2024-08,8658.0
A-05d3b3,2024-09,8373.0
A-05d3b3,2024-10,12154.0
A-05d3b3,2024-11,12154.0
A-05d3b3,2024-12,12154.0
A-05f0e5,2023-06,8622.0
A-05f0e5,2023-07,8622.0
A-05f0e5,2023-08,8622.0
A-05f0e5,2023-09,8622.0
A-05f0e5,2023-10,9838.0
A-05f0e5,2023-11,9838.0
A-05f0e5,2023-12,9838.0
A-05f0e5,2024-01,9838.0
A-05f0e5,2024-02,10902.0
A-05f0e5,2024-03,10902.0
A-05f0e5,2024-04,17270.0
A-05f0e5,2024-05,18838.0
A-05f0e5,2024-06,37146.0
A-05f0e5,2024-07,43514.0
A-05f0e5,2024-08,45082.0
A-05f0e5,2024-09,45082.0
A-05f0e5,2024-10,48267.0
A-05f0e5,2024-11,51109.0
A-05f0e5,2024-12,51109.0
A-0651a4,2024-10,11940.0
A-0651a4,2024-11,23294.0
A-0651a4,2024-12,44564.0
A-068fc6,2023-10,1715.0
A-068fc6,2023-11,1715.0
A-068fc6,2023-12,1715.0
A-068fc6,2024-01,1715.0
A-068fc6,2024-02,1715.0
A-068fc6,2024-03,2380.0
A-068fc6,2024-04,9345.0
A-068fc6,2024-05,9345.0
A-068fc6,2024-06,9345.0
A-068fc6,2024-07,19740.0
A-068fc6,2024-08,19740.0
A-068fc6,2024-09,19740.0
A-068fc6,2024-10,20405.0
A-068fc6,2024-11,20405.0
A-068fc6,2024-12,29085.0
A-075038,2023-07,5047.0
A-075038,2023-08,5047.0
A-075038,2023-09,5047.0
A-075038,2023-10,5047.0
A-075038,2023-11,5880.0
A-075038,2023-12,5880.0
A-075038,2024-01,8653.0
A-075038,2024-02,9486.0
A-075038,2024-03,9486.0
A-075038,2024-04,9809.0
A-075038,2024-05,10512.0
A-075038,2024-06,10512.0
A-075038,2024-07,14728.0
A-075038,2024-08,18111.0
A-075038,2024-09,18111.0
A-075038,2024-10,18909.0
A-075038,2024-11,18909.0
A-075038,2024-12,18909.0
A-089363,2023-06,98.0
A-089363,2023-07,98.0
A-089363,2023-08,98.0
A-089363,2023-09,98.0
A-089363,2023-10,98.0
A-089363,2023-11,858.0
A-089363,2023-12,858.0
A-089363,2024-01,3843.0
A-089363,2024-02,3843.0
A-089363,2024-03,3843.0
A-089363,2024-04,3843.0
A-089363,2024-05,3843.0
A-089363,2024-06,3900.0
A-089363,2024-07,5174.0
A-089363,2024-08,7164.0
A-089363,2024-09,7164.0
A-089363,2024-10,7373.0
A-089363,2024-11,21104.0
A-089363,2024-12,12547.0
A-08e34e,2024-07,686.0
A-08e34e,2024-08,2835.0
A-08e34e,2024-09,10422.0
A-08e34e,2024-10,10422.0
A-08e34e,2024-11,16193.0
A-08e34e,2024-12,21821.0
A-09316c,2024-09,29190.0
A-09316c,2024-10,29190.0
A-09316c,2024-11,40810.0
A-09316c,2024-12,70000.0
A-09540c,2024-04,1273.0
A-09540c,2024-05,14606.0
A-09540c,2024-06,14606.0
A-09540c,2024-07,14606.0
A-09540c,2024-08,17152.0
A-09540c,2024-09,17152.0
A-09540c,2024-10,17152.0
A-09540c,2024-11,20435.0
A-09540c,2024-12,22445.0
A-098560,2023-12,1715.0
A-098560,2024-01,1715.0
A-098560,2024-02,1715.0
A-098560,2024-03,2303.0
A-098560,2024-04,3718.0
A-098560,2024-05,3718.0
A-098560,2024-06,3718.0
A-098560,2024-07,4866.0
A-098560,2024-08,4866.0
A-098560,2024-09,10770.0
A-098560,2024-10,11530.0
A-098560,2024-11,11775.0
A-098560,2024-12,11775.0
A-0a282f,2024-08,3781.0
A-0a282f,2024-09,4975.0
A-0a282f,2024-10,10523.0
A-0a282f,2024-11,10572.0
A-0a282f,2024-12,14505.0
A-0a62f5,2024-09,3184.0
A-0a62f5,2024-10,3968.0
A-0a62f5,2024-11,3968.0
A-0a62f5,2024-12,4861.0
A-0aaf6e,2024-06,1813.0
A-0aaf6e,2024-07,1813.0
A-0aaf6e,2024-08,2269.0
A-0aaf6e,2024-09,2269.0
A-0aaf6e,2024-10,2269.0
A-0aaf6e,2024-11,2402.0
A-0aaf6e,2024-12,24084.0
A-0b0d6d,2024-12,30904.0
A-0baac2,2024-06,5771.0
A-0baac2,2024-07,5771.0
A-0baac2,2024-08,5771.0
A-0baac2,2024-09,5771.0
A-0baac2,2024-10,6796.0
A-0baac2,2024-11,6796.0
A-0baac2,2024-12,12729.0
A-0be015,2024-10,361.0
A-0be015,2024-11,1178.0
A-0be015,2024-12,817.0
A-0cc442,2024-07,0.0
A-0cc442,2024-08,8955.0
A-0cc442,2024-09,31517.0
A-0cc442,2024-10,35070.0
A-0cc442,2024-11,51137.0
A-0cc442,2024-12,60092.0
A-0dbdc6,2023-06,0.0
A-0dbdc6,2023-07,0.0
A-0dbdc6,2023-08,0.0
A-0dbdc6,2023-09,0.0
A-0dbdc6,2023-10,0.0
A-0dbdc6,2023-11,570.0
A-0dbdc6,2023-12,570.0
A-0dbdc6,2024-01,570.0
A-0dbdc6,2024-02,570.0
A-0dbdc6,2024-03,1140.0
A-0dbdc6,2024-04,2610.0
A-0dbdc6,2024-05,12560.0
A-0dbdc6,2024-06,12560.0
A-0dbdc6,2024-07,14030.0
A-0dbdc6,2024-08,14030.0
A-0dbdc6,2024-09,14030.0
A-0dbdc6,2024-10,25970.0
A-0dbdc6,2024-11,25970.0
A-0dbdc6,2024-12,28273.0
A-0e966d,2024-06,4577.0
A-0e966d,2024-07,4577.0
A-0e966d,2024-08,4577.0
A-0e966d,2024-09,5632.0
A-0e966d,2024-10,9382.0
A-0e966d,2024-11,12445.0
A-0e966d,2024-12,12236.0
A-0f3e88,2023-08,133.0
A-0f3e88,2023-09,589.0
A-0f3e88,2023-10,589.0
A-0f3e88,2023-11,589.0
A-0f3e88,2023-12,893.0
A-0f3e88,2024-01,1971.0
A-0f3e88,2024-02,4160.0
A-0f3e88,2024-03,4160.0
A-0f3e88,2024-04,4426.0
A-0f3e88,2024-05,4426.0
A-0f3e88,2024-06,4749.0
A-0f3e88,2024-07,4749.0
A-0f3e88,2024-08,4749.0
A-0f3e88,2024-09,4749.0
A-0f3e88,2024-10,4958.0
A-0f3e88,2024-11,5281.0
A-0f3e88,2024-12,5624.0
A-0f6450,2024-12,23800.0
A-0f7d77,2024-11,653.0
A-0f7d77,2024-12,2326.0
A-104f1a,2024-09,7987.0
A-104f1a,2024-10,9163.0
A-104f1a,2024-11,9619.0
A-104f1a,2024-12,6590.0
A-10b8da,2023-05,3383.0
A-10b8da,2023-06,3649.0
A-10b8da,2023-07,3649.0
A-10b8da,2023-08,3649.0
A-10b8da,2023-09,3649.0
A-10b8da,2023-10,3649.0
A-10b8da,2023-11,3649.0
A-10b8da,2023-12,3649.0
A-10b8da,2024-01,3649.0
A-10b8da,2024-02,266.0
A-10b8da,2024-03,266.0
A-10b8da,2024-04,266.0
A-10b8da,2024-05,952.0
A-10b8da,2024-06,952.0
A-10b8da,2024-07,3738.0
A-10b8da,2024-08,3738.0
A-10b8da,2024-09,5404.0
A-10b8da,2024-10,5404.0
A-10b8da,2024-11,5404.0
A-10b8da,2024-12,5404.0
A-10b8f2,2023-02,0.0
A-10b8f2,2023-03,0.0
A-10b8f2,2023-04,893.0
A-10b8f2,2023-05,893.0
A-10b8f2,2023-06,1862.0
A-10b8f2,2023-07,1862.0
A-10b8f2,2023-08,1862.0
A-10b8f2,2023-09,1862.0
A-10b8f2,2023-10,13861.0
A-10b8f2,2023-11,13861.0
A-10b8f2,2023-12,13861.0
A-10b8f2,2024-01,14754.0
A-10b8f2,2024-02,14754.0
A-10b8f2,2024-03,17057.0
A-10b8f2,2024-04,28367.0
A-10b8f2,2024-05,28367.0
A-10b8f2,2024-06,28367.0
A-10b8f2,2024-07,28367.0
A-10b8f2,2024-08,28367.0
A-10b8f2,2024-09,28367.0
A-10b8f2,2024-10,28367.0
A-10b8f2,2024-11,28367.0
A-10b8f2,2024-12,30719.0
A-117171,2024-10,8955.0
A-117171,2024-11,9810.0
A-117171,2024-12,12015.0
A-118d55,2024-10,1592.0
A-118d55,2024-11,12225.0
A-118d55,2024-12,23919.0
A-118f1c,2024-10,6368.0
A-118f1c,2024-11,12736.0
A-118f1c,2024-12,52160.0
A-13466a,2023-11,38.0
A-13466a,2023-12,38.0
A-13466a,2024-01,38.0
A-13466a,2024-02,7998.0
A-13466a,2024-03,7998.0
A-13466a,2024-04,7998.0
A-13466a,2024-05,12376.0
A-13466a,2024-06,12376.0
A-13466a,2024-07,12338.0
A-13466a,2024-08,12338.0
A-13466a,2024-09,13305.0
A-13466a,2024-10,8927.0
A-13466a,2024-11,967.0
A-13466a,2024-12,967.0
A-139c3b,2024-11,2756.0
A-139c3b,2024-12,9027.0
A-149a69,2024-12,8058.0
A-151c9a,2023-05,1127.0
A-151c9a,2023-06,1127.0
A-151c9a,2023-07,2548.0
A-151c9a,2023-08,2548.0
A-151c9a,2023-09,2548.0
A-151c9a,2023-10,2548.0
A-151c9a,2023-11,2548.0
A-151c9a,2023-12,2548.0
A-151c9a,2024-01,2548.0
A-151c9a,2024-02,7125.0
A-151c9a,2024-03,7125.0
A-151c9a,2024-04,7125.0
A-151c9a,2024-05,7125.0
A-151c9a,2024-06,14250.0
A-151c9a,2024-07,14250.0
A-151c9a,2024-08,14250.0
A-151c9a,2024-09,14250.0
A-151c9a,2024-10,14250.0
A-151c9a,2024-11,14250.0
A-151c9a,2024-12,14250.0
A-157070,2023-12,323.0
A-157070,2024-01,3507.0
A-157070,2024-02,4712.0
A-157070,2024-03,11677.0
A-157070,2024-04,11677.0
A-157070,2024-05,11867.0
A-157070,2024-06,11867.0
A-157070,2024-07,13533.0
A-157070,2024-08,16717.0
A-157070,2024-09,18700.0
A-157070,2024-10,23277.0
A-157070,2024-11,22395.0
A-157070,2024-12,26301.0
A-158f4e,2023-06,2318.0
A-158f4e,2023-07,2318.0
A-158f4e,2023-08,2318.0
A-158f4e,2023-09,5307.0
A-158f4e,2023-10,8296.0
A-158f4e,2023-11,9455.0
A-158f4e,2023-12,12444.0
A-158f4e,2024-01,12444.0
A-158f4e,2024-02,15433.0
A-158f4e,2024-03,27572.0
A-158f4e,2024-04,27572.0
A-158f4e,2024-05,27572.0
A-158f4e,2024-06,26413.0
A-158f4e,2024-07,26413.0
A-158f4e,2024-08,26413.0
A-158f4e,2024-09,27572.0
A-158f4e,2024-10,27572.0
A-158f4e,2024-11,42700.0
A-158f4e,2024-12,42700.0
A-1619f8,2024-06,10945.0
A-1619f8,2024-07,11496.0
A-1619f8,2024-08,11496.0
A-1619f8,2024-09,11496.0
A-1619f8,2024-10,11496.0
A-1619f8,2024-11,19790.0
A-1619f8,2024-12,19790.0
A-17939a,2024-12,9669.0
A-180abf,2023-09,12736.0
A-180abf,2023-10,12736.0
A-180abf,2023-11,12736.0
A-180abf,2024-01,0.0
A-180abf,2024-02,3136.0
A-180abf,2024-03,3136.0
A-180abf,2024-04,15872.0
A-180abf,2024-05,15872.0
A-180abf,2024-06,15872.0
A-180abf,2024-07,17088.0
A-180abf,2024-08,17088.0
A-180abf,2024-09,17088.0
A-180abf,2024-10,17088.0
A-180abf,2024-11,18304.0
A-180abf,2024-12,24576.0
A-186a44,2023-08,380.0
A-186a44,2023-09,380.0
A-186a44,2023-10,380.0
A-186a44,2023-11,1360.0
A-186a44,2023-12,1360.0
A-186a44,2024-01,1360.0
A-186a44,2024-02,1360.0
A-186a44,2024-03,1740.0
A-186a44,2024-04,1740.0
A-186a44,2024-05,1740.0
A-186a44,2024-06,1740.0
A-186a44,2024-07,2120.0
A-186a44,2024-08,7276.0
A-186a44,2024-09,7276.0
A-186a44,2024-10,7276.0
A-186a44,2024-11,16629.0
A-186a44,2024-12,20989.0
A-18793f,2024-12,78588.0
A-1986ca,2023-07,3980.0
A-1986ca,2023-08,3980.0
A-1986ca,2023-09,3980.0
A-1986ca,2023-10,3980.0
A-1986ca,2023-11,3980.0
A-1986ca,2023-12,3980.0
A-1986ca,2024-01,7960.0
A-1986ca,2024-02,7960.0
A-1986ca,2024-03,7960.0
A-1986ca,2024-04,7960.0
A-1986ca,2024-05,14129.0
A-1986ca,2024-06,14129.0
A-1986ca,2024-07,14129.0
A-1986ca,2024-08,14129.0
A-1986ca,2024-09,27661.0
A-1986ca,2024-10,27661.0
A-1986ca,2024-11,27661.0
A-1986ca,2024-12,27661.0
A-19b2c8,2023-06,1617.0
A-19b2c8,2023-07,2977.0
A-19b2c8,2023-08,3775.0
A-19b2c8,2023-09,3775.0
A-19b2c8,2023-10,3775.0
A-19b2c8,2023-11,7755.0
A-19b2c8,2023-12,7755.0
A-19b2c8,2024-01,11735.0
A-19b2c8,2024-02,15715.0
A-19b2c8,2024-03,15715.0
A-19b2c8,2024-04,15715.0
A-19b2c8,2024-05,16695.0
A-19b2c8,2024-06,16695.0
A-19b2c8,2024-07,22723.0
A-19b2c8,2024-08,22723.0
A-19b2c8,2024-09,22723.0
A-19b2c8,2024-10,26703.0
A-19b2c8,2024-11,26703.0
A-19b2c8,2024-12,26703.0
A-1ac5e0,2024-10,627.0
A-1ac5e0,2024-11,18249.0
A-1ac5e0,2024-12,18249.0
A-1b707d,2023-11,3527.0
A-1b707d,2023-12,3527.0
A-1b707d,2024-01,4164.0
A-1b707d,2024-02,4164.0
A-1b707d,2024-03,4164.0
A-1b707d,2024-04,7945.0
A-1b707d,2024-05,8097.0
A-1b707d,2024-06,8097.0
A-1b707d,2024-07,8097.0
A-1b707d,2024-08,7945.0
A-1b707d,2024-09,7945.0
A-1b707d,2024-10,8724.0
A-1b707d,2024-11,9180.0
A-1b707d,2024-12,9180.0
A-1b7577,2024-10,1791.0
A-1b7577,2024-11,4643.0
A-1b7577,2024-12,8581.0
A-1b9609,2023-12,930.0
A-1b9609,2024-01,2229.0
A-1b9609,2024-02,3160.0
A-1b9609,2024-03,3160.0
A-1b9609,2024-04,3160.0
A-1b9609,2024-05,3356.0
A-1b9609,2024-06,10321.0
A-1b9609,2024-07,10321.0
A-1b9609,2024-08,16487.0
A-1b9609,2024-09,16614.0
A-1b9609,2024-10,16614.0
A-1b9609,2024-11,16614.0
A-1b9609,2024-12,16614.0
A-1d5444,2024-03,456.0
A-1d5444,2024-04,6600.0
A-1d5444,2024-05,19535.0
A-1d5444,2024-06,19535.0
A-1d5444,2024-07,21623.0
A-1d5444,2024-08,29782.0
A-1d5444,2024-09,29782.0
A-1d5444,2024-10,29782.0
A-1d5444,2024-11,30958.0
A-1d5444,2024-12,30958.0
A-1e1b80,2023-10,950.0
A-1e1b80,2023-11,10900.0
A-1e1b80,2023-12,24397.0
A-1e1b80,2024-01,24397.0
A-1e1b80,2024-02,24397.0
A-1e1b80,2024-03,34347.0
A-1e1b80,2024-04,35297.0
A-1e1b80,2024-05,35297.0
A-1e1b80,2024-06,35297.0
A-1e1b80,2024-07,47697.0
A-1e1b80,2024-08,47697.0
A-1e1b80,2024-09,47697.0
A-1e1b80,2024-10,47697.0
A-1e1b80,2024-11,48647.0
A-1e1b80,2024-12,48647.0
A-1e50e0,2023-03,3781.0
A-1e50e0,2023-04,3781.0
A-1e50e0,2023-05,3781.0
A-1e50e0,2023-06,3781.0
A-1e50e0,2023-07,3781.0
A-1e50e0,2023-08,3781.0
A-1e50e0,2023-09,3781.0
A-1e50e0,2023-10,3781.0
A-1e50e0,2023-11,3781.0
A-1e50e0,2023-12,3781.0
A-1e50e0,2024-01,3781.0
A-1e50e0,2024-02,3781.0
A-1e50e0,2024-03,8583.0
A-1e50e0,2024-04,8583.0
A-1e50e0,2024-05,9514.0
A-1e50e0,2024-06,9514.0
A-1e50e0,2024-07,9514.0
A-1e50e0,2024-08,9514.0
A-1e50e0,2024-09,13295.0
A-1e50e0,2024-10,13295.0
A-1e50e0,2024-11,13295.0
A-1e50e0,2024-12,13295.0
A-1e6fc3,2024-01,0.0
A-1e6fc3,2024-02,0.0
A-1e6fc3,2024-03,0.0
A-1e6fc3,2024-04,245.0
A-1e6fc3,2024-05,245.0
A-1e6fc3,2024-06,245.0
A-1e6fc3,2024-07,245.0
A-1e6fc3,2024-08,245.0
A-1e6fc3,2024-09,245.0
A-1e6fc3,2024-10,245.0
A-1e6fc3,2024-11,245.0
A-1e6fc3,2024-12,444.0
A-1f0636,2024-02,0.0
A-1f0636,2024-03,0.0
A-1f0636,2024-04,20895.0
A-1f0636,2024-05,41790.0
A-1f0636,2024-06,67830.0
A-1f0636,2024-07,69825.0
A-1f0636,2024-08,69825.0
A-1f0636,2024-09,71820.0
A-1f0636,2024-10,73815.0
A-1f0636,2024-11,94710.0
A-1f0636,2024-12,94710.0
A-1f0ac7,2023-12,1176.0
A-1f0ac7,2024-01,1176.0
A-1f0ac7,2024-02,5952.0
A-1f0ac7,2024-03,5952.0
A-1f0ac7,2024-04,6598.0
A-1f0ac7,2024-05,7491.0
A-1f0ac7,2024-06,7491.0
A-1f0ac7,2024-07,7491.0
A-1f0ac7,2024-08,7491.0
A-1f0ac7,2024-09,7491.0
A-1f0ac7,2024-10,7491.0
A-1f0ac7,2024-11,8099.0
A-1f0ac7,2024-12,9275.0
A-1f559b,2023-12,549.0
A-1f559b,2024-01,549.0
A-1f559b,2024-02,5970.0
A-1f559b,2024-03,5970.0
A-1f559b,2024-04,8861.0
A-1f559b,2024-05,8861.0
A-1f559b,2024-06,10247.0
A-1f559b,2024-07,11262.0
A-1f559b,2024-08,11262.0
A-1f559b,2024-09,11262.0
A-1f559b,2024-10,10350.0
A-1f559b,2024-11,10350.0
A-1f559b,2024-12,10350.0
A-1f7acb,2023-09,12736.0
A-1f7acb,2023-10,15168.0
A-1f7acb,2023-11,15168.0
A-1f7acb,2023-12,15168.0
A-1f7acb,2024-01,15168.0
A-1f7acb,2024-02,15168.0
A-1f7acb,2024-03,15168.0
A-1f7acb,2024-04,15168.0
A-1f7acb,2024-05,15168.0
A-1f7acb,2024-06,15168.0
A-1f7acb,2024-07,31040.0
A-1f7acb,2024-08,34176.0
A-1f7acb,2024-09,46912.0
A-1f7acb,2024-10,46912.0
A-1f7acb,2024-11,46912.0
A-1f7acb,2024-12,46912.0
A-202b67,2024-03,539.0
A-202b67,2024-04,539.0
A-202b67,2024-05,4067.0
A-202b67,2024-06,9042.0
A-202b67,2024-07,11440.0
A-202b67,2024-08,11858.0
A-202b67,2024-09,12397.0
A-202b67,2024-10,18168.0
A-202b67,2024-11,18168.0
A-202b67,2024-12,18168.0
A-20736a,2024-05,2450.0
A-20736a,2024-06,2450.0
A-20736a,2024-07,2450.0
A-20736a,2024-08,4900.0
A-20736a,2024-09,14850.0
A-20736a,2024-10,30575.0
A-20736a,2024-11,40525.0
A-20736a,2024-12,40525.0
A-22d9d2,2024-03,152.0
A-22d9d2,2024-04,2994.0
A-22d9d2,2024-05,2994.0
A-22d9d2,2024-06,5640.0
A-22d9d2,2024-07,7624.0
A-22d9d2,2024-08,9094.0
A-22d9d2,2024-09,6252.0
A-22d9d2,2024-10,11152.0
A-22d9d2,2024-11,14336.0
A-22d9d2,2024-12,15904.0
A-22f2df,2024-12,7451.0
A-241e75,2024-07,2254.0
A-241e75,2024-08,2596.0
A-241e75,2024-09,3499.0
A-241e75,2024-10,3594.0
A-241e75,2024-11,3594.0
A-241e75,2024-12,3594.0
A-2446e3,2024-01,1323.0
A-2446e3,2024-02,1323.0
A-2446e3,2024-03,1323.0
A-2446e3,2024-04,6696.0
A-2446e3,2024-05,6696.0
A-2446e3,2024-06,6696.0
A-2446e3,2024-07,8019.0
A-2446e3,2024-08,8019.0
A-2446e3,2024-09,13392.0
A-2446e3,2024-10,18765.0
A-2446e3,2024-11,18765.0
A-2446e3,2024-12,24138.0
A-249769,2024-06,824.0
A-249769,2024-07,919.0
A-249769,2024-08,13532.0
A-249769,2024-09,14727.0
A-249769,2024-10,15413.0
A-249769,2024-11,15717.0
A-249769,2024-12,15717.0
A-271f46,2023-03,722.0
A-271f46,2023-04,722.0
A-271f46,2023-05,722.0
A-271f46,2023-06,722.0
A-271f46,2023-07,1444.0
A-271f46,2023-08,1444.0
A-271f46,2023-09,1444.0
A-271f46,2023-10,1444.0
A-271f46,2023-11,1444.0
A-271f46,2023-12,1444.0
A-271f46,2024-01,1444.0
A-271f46,2024-02,1444.0
A-271f46,2024-03,1444.0
A-271f46,2024-04,1444.0
A-271f46,2024-05,9006.0
A-271f46,2024-06,9728.0
A-271f46,2024-07,9728.0
A-271f46,2024-08,9728.0
A-271f46,2024-09,9728.0
A-271f46,2024-10,10450.0
A-271f46,2024-11,19604.0
A-271f46,2024-12,19604.0
A-2789e3,2024-09,627.0
A-2789e3,2024-10,3652.0
A-2789e3,2024-11,17980.0
A-2789e3,2024-12,24489.0
A-2922b6,2024-12,10669.0
A-296d7c,2024-01,114.0
A-296d7c,2024-02,114.0
A-296d7c,2024-03,114.0
A-296d7c,2024-04,475.0
A-296d7c,2024-05,475.0
A-296d7c,2024-06,513.0
A-296d7c,2024-07,513.0
A-296d7c,2024-08,1297.0
A-296d7c,2024-09,1297.0
A-296d7c,2024-10,1297.0
A-296d7c,2024-11,1989.0
A-296d7c,2024-12,1989.0
A-297a2d,2023-08,7164.0
A-297a2d,2023-09,7164.0
A-297a2d,2023-10,7164.0
A-297a2d,2023-11,7164.0
A-297a2d,2023-12,7164.0
A-297a2d,2024-01,7164.0
A-297a2d,2024-02,7164.0
A-297a2d,2024-03,8487.0
A-297a2d,2024-04,8487.0
A-297a2d,2024-05,8487.0
A-297a2d,2024-06,8487.0
A-297a2d,2024-07,8487.0
A-297a2d,2024-08,9000.0
A-297a2d,2024-09,9000.0
A-297a2d,2024-10,9000.0
A-297a2d,2024-11,14373.0
A-297a2d,2024-12,14373.0
A-2b9d3e,2023-09,209.0
A-2b9d3e,2023-10,209.0
A-2b9d3e,2023-11,1204.0
A-2b9d3e,2023-12,1204.0
A-2b9d3e,2024-01,1204.0
A-2b9d3e,2024-02,1204.0
A-2b9d3e,2024-03,2086.0
A-2b9d3e,2024-04,2105.0
A-2b9d3e,2024-05,2105.0
A-2b9d3e,2024-06,2105.0
A-2b9d3e,2024-07,2105.0
A-2b9d3e,2024-08,2637.0
A-2b9d3e,2024-09,2637.0
A-2b9d3e,2024-10,2637.0
A-2b9d3e,2024-11,4744.0
A-2b9d3e,2024-12,5142.0
A-2bc93d,2023-07,3166.0
A-2bc93d,2023-08,11126.0
A-2bc93d,2023-09,11126.0
A-2bc93d,2023-10,11126.0
A-2bc93d,2023-11,15106.0
A-2bc93d,2023-12,23066.0
A-2bc93d,2024-01,23066.0
A-2bc93d,2024-02,23752.0
A-2bc93d,2024-03,25557.0
A-2bc93d,2024-04,27076.0
A-2bc93d,2024-05,27076.0
A-2bc93d,2024-06,27076.0
A-2bc93d,2024-07,27076.0
A-2bc93d,2024-08,27076.0
A-2bc93d,2024-09,30679.0
A-2bc93d,2024-10,30413.0
A-2bc93d,2024-11,30413.0
A-2bc93d,2024-12,32128.0
A-2d1036,2024-07,28773.0
A-2d1036,2024-08,35535.0
A-2d1036,2024-09,46230.0
A-2d1036,2024-10,59961.0
A-2d1036,2024-11,59961.0
A-2d1036,2024-12,49611.0
